week,opened,closed
2009-12-28,0,0
2010-01-04,0,0
2010-01-11,0,0
2010-01-18,0,0
2010-01-25,0,0
2010-02-01,0,0
2010-02-08,0,0
2010-02-15,0,0
2010-02-22,0,0
2010-03-01,0,0
2010-03-08,0,0
2010-03-15,0,0
2010-03-22,0,0
2010-03-29,0,0
2010-04-05,0,0
2010-04-12,0,0
2010-04-19,0,0
2010-04-26,0,0
2010-05-03,0,0
2010-05-10,0,0
2010-05-17,0,0
2010-05-24,0,0
2010-05-31,0,0
2010-06-07,0,0
2010-06-14,0,0
2010-06-21,0,0
2010-06-28,0,0
2010-07-05,0,0
2010-07-12,0,0
2010-07-19,0,0
2010-07-26,0,0
2010-08-02,0,0
2010-08-09,0,0
2010-08-16,0,0
2010-08-23,0,0
2010-08-30,0,0
2010-09-06,0,0
2010-09-13,0,0
2010-09-20,0,0
2010-09-27,0,0
2010-10-04,0,0
2010-10-11,0,0
2010-10-18,0,0
2010-10-25,0,0
2010-11-01,0,0
2010-11-08,0,0
2010-11-15,0,0
2010-11-22,0,0
2010-11-29,0,0
2010-12-06,0,0
2010-12-13,0,0
2010-12-20,0,0
2010-12-27,0,0
2011-01-03,0,0
2011-01-10,0,0
2011-01-17,0,0
2011-01-24,0,0
2011-01-31,0,0
2011-02-07,0,0
2011-02-14,0,0
2011-02-21,0,0
2011-02-28,0,0
2011-03-07,0,0
2011-03-14,0,0
2011-03-21,0,0
2011-03-28,0,0
2011-04-04,0,0
2011-04-11,0,0
2011-04-18,0,0
2011-04-25,0,0
2011-05-02,0,0
2011-05-09,0,0
2011-05-16,0,0
2011-05-23,0,0
2011-05-30,0,0
2011-06-06,0,0
2011-06-13,0,0
2011-06-20,0,0
2011-06-27,0,0
2011-07-04,0,0
2011-07-11,0,0
2011-07-18,0,0
2011-07-25,0,0
2011-08-01,0,0
2011-08-08,0,0
2011-08-15,0,0
2011-08-22,0,0
2011-08-29,0,0
2011-09-05,0,0
2011-09-12,0,0
2011-09-19,1,0
2011-09-26,1,0
2011-10-03,1,0
2011-10-10,1,0
2011-10-17,1,0
2011-10-24,1,0
2011-10-31,2,0
2011-11-07,2,0
2011-11-14,2,0
2011-11-21,2,0
2011-11-28,2,0
2011-12-05,2,0
2011-12-12,2,0
2011-12-19,2,0
2011-12-26,2,0
2012-01-02,3,0
2012-01-09,3,0
2012-01-16,3,0
2012-01-23,3,0
2012-01-30,3,0
2012-02-06,3,0
2012-02-13,3,0
2012-02-20,3,0
2012-02-27,3,0
2012-03-05,3,0
2012-03-12,3,0
2012-03-19,3,0
2012-03-26,4,0
2012-04-02,4,0
2012-04-09,4,0
2012-04-16,4,0
2012-04-23,4,0
2012-04-30,4,0
2012-05-07,4,0
2012-05-14,4,0
2012-05-21,4,0
2012-05-28,4,0
2012-06-04,5,0
2012-06-11,5,0
2012-06-18,5,0
2012-06-25,5,0
2012-07-02,5,0
2012-07-09,5,0
2012-07-16,5,0
2012-07-23,5,0
2012-07-30,5,0
2012-08-06,5,0
2012-08-13,5,0
2012-08-20,5,0
2012-08-27,5,0
2012-09-03,5,0
2012-09-10,5,1
2012-09-17,5,1
2012-09-24,5,1
2012-10-01,5,1
2012-10-08,5,1
2012-10-15,5,1
2012-10-22,5,1
2012-10-29,5,1
2012-11-05,5,1
2012-11-12,5,1
2012-11-19,5,1
2012-11-26,6,1
2012-12-03,6,1
2012-12-10,6,1
2012-12-17,6,1
2012-12-24,6,1
2012-12-31,6,1
2013-01-07,6,1
2013-01-14,6,1
2013-01-21,6,1
2013-01-28,6,1
2013-02-04,7,1
2013-02-11,7,1
2013-02-18,7,1
2013-02-25,7,1
2013-03-04,7,1
2013-03-11,7,1
2013-03-18,7,1
2013-03-25,8,1
2013-04-01,9,1
2013-04-08,9,1
2013-04-15,10,1
2013-04-22,10,1
2013-04-29,12,2
2013-05-06,14,2
2013-05-13,18,2
2013-05-20,20,2
2013-05-27,21,2
2013-06-03,22,2
2013-06-10,22,2
2013-06-17,25,2
2013-06-24,25,3
2013-07-01,25,3
2013-07-08,25,3
2013-07-15,25,4
2013-07-22,25,6
2013-07-29,25,6
2013-08-05,25,6
2013-08-12,25,6
2013-08-19,25,6
2013-08-26,25,6
2013-09-02,25,8
2013-09-09,25,8
2013-09-16,25,9
2013-09-23,26,9
2013-09-30,26,9
2013-10-07,26,9
2013-10-14,26,9
2013-10-21,26,9
2013-10-28,26,10
2013-11-04,26,10
2013-11-11,26,10
2013-11-18,26,10
2013-11-25,26,10
2013-12-02,26,10
2013-12-09,27,11
2013-12-16,27,11
2013-12-23,27,11
2013-12-30,27,11
2014-01-06,27,11
2014-01-13,28,11
2014-01-20,28,11
2014-01-27,28,11
2014-02-03,28,11
2014-02-10,28,11
2014-02-17,28,11
2014-02-24,28,11
2014-03-03,28,11
2014-03-10,29,11
2014-03-17,29,11
2014-03-24,30,11
2014-03-31,30,11
2014-04-07,31,11
2014-04-14,31,11
2014-04-21,32,11
2014-04-28,32,11
2014-05-05,32,11
2014-05-12,32,11
2014-05-19,32,11
2014-05-26,32,11
2014-06-02,32,11
2014-06-09,32,11
2014-06-16,33,11
2014-06-23,35,11
2014-06-30,35,11
2014-07-07,35,11
2014-07-14,35,11
2014-07-21,35,11
2014-07-28,35,11
2014-08-04,35,11
2014-08-11,35,11
2014-08-18,35,11
2014-08-25,35,11
2014-09-01,35,11
2014-09-08,35,11
2014-09-15,35,11
2014-09-22,35,11
2014-09-29,35,11
2014-10-06,35,11
2014-10-13,35,11
2014-10-20,36,11
2014-10-27,36,11
2014-11-03,36,11
2014-11-10,36,11
2014-11-17,36,11
2014-11-24,36,11
2014-12-01,37,11
2014-12-08,37,11
2014-12-15,38,11
2014-12-22,38,11
2014-12-29,38,11
2015-01-05,38,11
2015-01-12,38,11
2015-01-19,38,11
2015-01-26,38,11
2015-02-02,38,11
2015-02-09,38,11
2015-02-16,38,11
2015-02-23,38,11
2015-03-02,38,11
2015-03-09,38,11
2015-03-16,39,11
2015-03-23,39,11
2015-03-30,39,11
2015-04-06,39,11
2015-04-13,40,12
2015-04-20,41,12
2015-04-27,41,12
2015-05-04,41,12
2015-05-11,41,12
2015-05-18,41,12
2015-05-25,44,12
2015-06-01,44,12
2015-06-08,44,12
2015-06-15,45,12
2015-06-22,45,12
2015-06-29,45,12
2015-07-06,45,12
2015-07-13,45,12
2015-07-20,45,12
2015-07-27,45,12
2015-08-03,45,12
2015-08-10,45,12
2015-08-17,45,13
2015-08-24,45,13
2015-08-31,45,13
2015-09-07,45,13
2015-09-14,45,13
2015-09-21,45,13
2015-09-28,45,13
2015-10-05,45,13
2015-10-12,45,13
2015-10-19,45,13
2015-10-26,46,13
2015-11-02,46,13
2015-11-09,46,13
2015-11-16,46,13
2015-11-23,46,13
2015-11-30,46,13
2015-12-07,46,13
2015-12-14,46,13
2015-12-21,46,13
2015-12-28,46,13
2016-01-04,47,13
2016-01-11,47,13
2016-01-18,47,13
2016-01-25,47,13
2016-02-01,48,13
2016-02-08,48,13
2016-02-15,48,13
2016-02-22,48,13
2016-02-29,48,13
2016-03-07,48,13
2016-03-14,49,13
2016-03-21,49,13
2016-03-28,49,13
2016-04-04,49,13
2016-04-11,49,13
2016-04-18,49,13
2016-04-25,49,13
2016-05-02,49,13
2016-05-09,49,13
2016-05-16,49,13
2016-05-23,49,13
