week,opened,closed
2009-12-28,0,0
2010-01-04,1,0
2010-01-11,1,0
2010-01-18,1,0
2010-01-25,4,0
2010-02-01,4,0
2010-02-08,4,0
2010-02-15,4,0
2010-02-22,5,0
2010-03-01,8,0
2010-03-08,11,0
2010-03-15,17,0
2010-03-22,17,0
2010-03-29,19,0
2010-04-05,19,0
2010-04-12,20,0
2010-04-19,22,0
2010-04-26,24,0
2010-05-03,27,0
2010-05-10,30,0
2010-05-17,34,0
2010-05-24,36,0
2010-05-31,38,0
2010-06-07,43,0
2010-06-14,50,0
2010-06-21,53,0
2010-06-28,61,0
2010-07-05,62,0
2010-07-12,64,0
2010-07-19,68,0
2010-07-26,70,0
2010-08-02,72,0
2010-08-09,79,0
2010-08-16,84,0
2010-08-23,87,0
2010-08-30,88,0
2010-09-06,88,0
2010-09-13,90,0
2010-09-20,93,0
2010-09-27,97,0
2010-10-04,98,0
2010-10-11,103,0
2010-10-18,105,0
2010-10-25,106,0
2010-11-01,107,0
2010-11-08,108,0
2010-11-15,113,0
2010-11-22,113,0
2010-11-29,113,0
2010-12-06,114,0
2010-12-13,114,0
2010-12-20,114,0
2010-12-27,114,0
2011-01-03,114,0
2011-01-10,114,0
2011-01-17,114,0
2011-01-24,114,0
2011-01-31,115,0
2011-02-07,115,0
2011-02-14,115,0
2011-02-21,115,0
2011-02-28,115,0
2011-03-07,115,0
2011-03-14,116,0
2011-03-21,116,0
2011-03-28,116,0
2011-04-04,116,0
2011-04-11,120,0
2011-04-18,122,0
2011-04-25,123,0
2011-05-02,123,0
2011-05-09,129,0
2011-05-16,132,0
2011-05-23,137,0
2011-05-30,147,0
2011-06-06,150,0
2011-06-13,151,0
2011-06-20,153,0
2011-06-27,153,0
2011-07-04,155,0
2011-07-11,155,0
2011-07-18,155,0
2011-07-25,157,0
2011-08-01,157,0
2011-08-08,158,0
2011-08-15,161,0
2011-08-22,161,0
2011-08-29,163,0
2011-09-05,165,0
2011-09-12,170,0
2011-09-19,171,0
2011-09-26,173,0
2011-10-03,176,0
2011-10-10,181,0
2011-10-17,274,0
2011-10-24,316,0
2011-10-31,316,0
2011-11-07,320,0
2011-11-14,323,0
2011-11-21,323,0
2011-11-28,323,0
2011-12-05,323,0
2011-12-12,323,0
2011-12-19,323,0
2011-12-26,323,0
2012-01-02,324,0
2012-01-09,324,0
2012-01-16,325,0
2012-01-23,325,0
2012-01-30,326,0
2012-02-06,327,0
2012-02-13,327,0
2012-02-20,328,0
2012-02-27,332,0
2012-03-05,337,0
2012-03-12,342,0
2012-03-19,346,0
2012-03-26,349,0
2012-04-02,351,0
2012-04-09,363,0
2012-04-16,366,0
2012-04-23,371,0
2012-04-30,373,0
2012-05-07,380,0
2012-05-14,391,0
2012-05-21,398,0
2012-05-28,437,0
2012-06-04,451,0
2012-06-11,518,1
2012-06-18,561,1
2012-06-25,597,2
2012-07-02,628,4
2012-07-09,709,4
2012-07-16,776,4
2012-07-23,861,5
2012-07-30,909,7
2012-08-06,994,7
2012-08-13,1140,15
2012-08-20,1234,15
2012-08-27,1308,15
2012-09-03,1393,16
2012-09-10,1406,773
2012-09-17,1586,854
2012-09-24,1747,1002
2012-10-01,1888,1111
2012-10-08,1957,1165
2012-10-15,2085,1276
2012-10-22,2212,1389
2012-10-29,2244,1393
2012-11-05,2383,1496
2012-11-12,2529,1656
2012-11-19,2618,1742
2012-11-26,2728,1882
2012-12-03,2835,2043
2012-12-10,2905,2133
2012-12-17,2996,2240
2012-12-24,3039,2302
2012-12-31,3090,2392
2013-01-07,3140,2462
2013-01-14,3153,2468
2013-01-21,3221,2578
2013-01-28,3281,2619
2013-02-04,3327,2654
2013-02-11,3329,2654
2013-02-18,3344,2676
2013-02-25,3370,2714
2013-03-04,3375,2729
2013-03-11,3419,2766
2013-03-18,3446,2789
2013-03-25,3475,2812
2013-04-01,3500,2829
2013-04-08,3519,2846
2013-04-15,3563,2867
2013-04-22,3582,2875
2013-04-29,3643,2919
2013-05-06,3682,2959
2013-05-13,3715,2972
2013-05-20,3757,3017
2013-05-27,3841,3087
2013-06-03,3919,3144
2013-06-10,3965,3170
2013-06-17,4016,3208
2013-06-24,4081,3233
2013-07-01,4114,3282
2013-07-08,4164,3321
2013-07-15,4225,3380
2013-07-22,4261,3407
2013-07-29,4304,3460
2013-08-05,4374,3524
2013-08-12,4438,3597
2013-08-19,4564,3663
2013-08-26,4707,3754
2013-09-02,4821,3891
2013-09-09,4905,3961
2013-09-16,4962,4024
2013-09-23,5062,4107
2013-09-30,5121,4128
2013-10-07,5176,4173
2013-10-14,5219,4291
2013-10-21,5254,4385
2013-10-28,5309,4448
2013-11-04,5374,4514
2013-11-11,5408,4544
2013-11-18,5452,4594
2013-11-25,5474,4627
2013-12-02,5501,4699
2013-12-09,5522,4739
2013-12-16,5572,4803
