week,opened,closed
2009-12-28,0,0
2010-01-04,0,0
2010-01-11,0,0
2010-01-18,0,0
2010-01-25,0,0
2010-02-01,0,0
2010-02-08,0,0
2010-02-15,0,0
2010-02-22,0,0
2010-03-01,0,0
2010-03-08,1,0
2010-03-15,1,0
2010-03-22,1,0
2010-03-29,1,0
2010-04-05,1,0
2010-04-12,1,0
2010-04-19,1,0
2010-04-26,1,0
2010-05-03,1,0
2010-05-10,1,0
2010-05-17,1,0
2010-05-24,2,0
2010-05-31,2,0
2010-06-07,2,0
2010-06-14,2,0
2010-06-21,2,0
2010-06-28,2,0
2010-07-05,3,0
2010-07-12,3,0
2010-07-19,3,0
2010-07-26,3,0
2010-08-02,3,0
2010-08-09,3,0
2010-08-16,3,0
2010-08-23,3,0
2010-08-30,3,0
2010-09-06,3,0
2010-09-13,3,0
2010-09-20,3,0
2010-09-27,3,0
2010-10-04,3,0
2010-10-11,3,0
2010-10-18,4,0
2010-10-25,4,0
2010-11-01,6,0
2010-11-08,9,0
2010-11-15,11,0
2010-11-22,12,0
2010-11-29,16,1
2010-12-06,17,1
2010-12-13,17,1
2010-12-20,17,1
2010-12-27,20,1
2011-01-03,23,2
2011-01-10,43,10
2011-01-17,51,13
2011-01-24,60,16
2011-01-31,69,18
2011-02-07,72,20
2011-02-14,76,27
2011-02-21,76,29
2011-02-28,78,31
2011-03-07,78,35
2011-03-14,78,38
2011-03-21,83,39
2011-03-28,97,39
2011-04-04,99,43
2011-04-11,101,44
2011-04-18,102,45
2011-04-25,103,45
2011-05-02,104,46
2011-05-09,104,47
2011-05-16,105,47
2011-05-23,107,47
2011-05-30,110,47
2011-06-06,113,50
2011-06-13,113,50
2011-06-20,120,51
2011-06-27,125,52
2011-07-04,127,52
2011-07-11,131,52
2011-07-18,133,52
2011-07-25,136,52
2011-08-01,140,53
2011-08-08,143,55
2011-08-15,151,55
2011-08-22,154,56
2011-08-29,157,57
2011-09-05,160,59
2011-09-12,161,60
2011-09-19,164,61
2011-09-26,170,65
2011-10-03,173,65
2011-10-10,174,68
2011-10-17,177,70
2011-10-24,179,71
2011-10-31,181,72
2011-11-07,183,72
2011-11-14,185,72
2011-11-21,188,73
2011-11-28,195,73
2011-12-05,196,74
2011-12-12,198,76
2011-12-19,199,77
2011-12-26,199,77
2012-01-02,202,77
2012-01-09,202,77
2012-01-16,203,78
2012-01-23,207,79
2012-01-30,208,79
2012-02-06,208,79
2012-02-13,209,80
2012-02-20,215,81
2012-02-27,217,82
2012-03-05,217,82
2012-03-12,219,84
2012-03-19,221,84
2012-03-26,223,85
2012-04-02,224,85
2012-04-09,225,86
2012-04-16,225,86
2012-04-23,226,87
2012-04-30,229,87
2012-05-07,232,87
2012-05-14,236,89
2012-05-21,237,89
2012-05-28,238,89
2012-06-04,241,90
2012-06-11,243,90
2012-06-18,244,90
2012-06-25,244,90
2012-07-02,245,90
2012-07-09,247,90
2012-07-16,249,93
2012-07-23,253,93
2012-07-30,256,103
2012-08-06,258,104
2012-08-13,265,105
2012-08-20,266,105
2012-08-27,269,105
2012-09-03,272,107
2012-09-10,273,122
2012-09-17,276,126
2012-09-24,280,127
2012-10-01,284,127
2012-10-08,284,128
2012-10-15,287,129
2012-10-22,289,130
2012-10-29,292,130
2012-11-05,294,132
2012-11-12,301,133
2012-11-19,302,133
2012-11-26,310,133
2012-12-03,316,137
2012-12-10,320,140
2012-12-17,326,145
2012-12-24,327,146
2012-12-31,339,150
2013-01-07,339,159
2013-01-14,343,160
2013-01-21,349,163
2013-01-28,352,167
2013-02-04,357,167
2013-02-11,362,172
2013-02-18,363,172
2013-02-25,365,173
2013-03-04,370,174
2013-03-11,371,176
2013-03-18,375,177
2013-03-25,387,178
2013-04-01,393,178
2013-04-08,399,179
2013-04-15,411,180
2013-04-22,425,185
2013-04-29,442,193
2013-05-06,452,196
2013-05-13,467,198
2013-05-20,475,199
2013-05-27,483,199
2013-06-03,487,203
2013-06-10,494,204
2013-06-17,512,206
2013-06-24,515,209
2013-07-01,520,211
2013-07-08,523,220
2013-07-15,530,241
2013-07-22,537,279
2013-07-29,560,295
2013-08-05,565,300
2013-08-12,575,301
2013-08-19,588,304
2013-08-26,597,310
2013-09-02,604,324
2013-09-09,612,327
2013-09-16,622,329
2013-09-23,625,334
2013-09-30,637,339
2013-10-07,645,339
2013-10-14,650,349
2013-10-21,655,357
2013-10-28,661,363
2013-11-04,667,365
2013-11-11,670,368
2013-11-18,672,368
2013-11-25,673,368
2013-12-02,680,375
2013-12-09,687,378
2013-12-16,697,379
2013-12-23,698,379
2013-12-30,700,383
2014-01-06,706,386
2014-01-13,711,387
2014-01-20,713,387
2014-01-27,716,388
2014-02-03,727,389
2014-02-10,737,392
2014-02-17,746,392
2014-02-24,748,392
2014-03-03,750,392
2014-03-10,757,392
2014-03-17,769,395
2014-03-24,779,397
2014-03-31,788,397
2014-04-07,807,399
2014-04-14,818,399
2014-04-21,831,401
2014-04-28,841,403
2014-05-05,848,403
2014-05-12,858,404
2014-05-19,863,404
2014-05-26,866,405
2014-06-02,875,406
2014-06-09,887,408
2014-06-16,893,409
2014-06-23,903,409
2014-06-30,922,409
2014-07-07,932,409
2014-07-14,952,409
2014-07-21,969,413
2014-07-28,975,414
2014-08-04,984,418
2014-08-11,991,418
2014-08-18,999,419
2014-08-25,1010,419
2014-09-01,1014,420
2014-09-08,1018,420
2014-09-15,1024,420
2014-09-22,1028,428
2014-09-29,1033,431
2014-10-06,1042,431
2014-10-13,1050,434
2014-10-20,1053,436
2014-10-27,1067,437
2014-11-03,1075,438
2014-11-10,1081,438
2014-11-17,1088,438
2014-11-24,1088,438
2014-12-01,1097,439
2014-12-08,1105,439
2014-12-15,1109,441
2014-12-22,1115,441
2014-12-29,1119,443
2015-01-05,1123,445
2015-01-12,1133,446
2015-01-19,1144,446
2015-01-26,1153,446
2015-02-02,1158,446
2015-02-09,1160,446
2015-02-16,1161,446
2015-02-23,1165,446
2015-03-02,1169,446
2015-03-09,1175,446
2015-03-16,1183,446
2015-03-23,1187,446
2015-03-30,1195,447
2015-04-06,1204,450
2015-04-13,1213,453
2015-04-20,1232,453
2015-04-27,1245,456
2015-05-04,1254,459
2015-05-11,1274,463
2015-05-18,1293,468
2015-05-25,1304,475
2015-06-01,1321,480
2015-06-08,1329,483
2015-06-15,1341,483
2015-06-22,1353,483
2015-06-29,1361,484
2015-07-06,1370,484
2015-07-13,1381,486
2015-07-20,1389,488
2015-07-27,1396,489
2015-08-03,1413,494
2015-08-10,1421,500
2015-08-17,1439,504
2015-08-24,1448,505
2015-08-31,1457,507
2015-09-07,1465,514
2015-09-14,1477,517
2015-09-21,1486,519
2015-09-28,1496,523
2015-10-05,1510,528
2015-10-12,1524,532
2015-10-19,1533,534
2015-10-26,1542,538
2015-11-02,1549,564
2015-11-09,1553,564
2015-11-16,1558,567
2015-11-23,1565,572
2015-11-30,1572,575
2015-12-07,1576,586
2015-12-14,1585,590
2015-12-21,1586,590
2015-12-28,1588,595
2016-01-04,1597,603
2016-01-11,1599,606
2016-01-18,1601,606
2016-01-25,1607,607
2016-02-01,1613,607
2016-02-08,1617,609
2016-02-15,1623,609
2016-02-22,1630,610
2016-02-29,1638,615
2016-03-07,1650,618
2016-03-14,1658,621
2016-03-21,1662,623
2016-03-28,1675,626
2016-04-04,1686,629
2016-04-11,1691,630
2016-04-18,1696,634
2016-04-25,1705,635
2016-05-02,1713,635
2016-05-09,1722,635
2016-05-16,1726,635
2016-05-23,1735,636
