week,opened,closed
2009-12-28,0,0
2010-01-04,0,0
2010-01-11,0,0
2010-01-18,0,0
2010-01-25,0,0
2010-02-01,0,0
2010-02-08,0,0
2010-02-15,0,0
2010-02-22,0,0
2010-03-01,0,0
2010-03-08,0,0
2010-03-15,1,0
2010-03-22,2,0
2010-03-29,2,0
2010-04-05,2,0
2010-04-12,2,0
2010-04-19,3,0
2010-04-26,3,0
2010-05-03,3,0
2010-05-10,3,0
2010-05-17,3,0
2010-05-24,3,0
2010-05-31,3,0
2010-06-07,3,0
2010-06-14,3,0
2010-06-21,3,0
2010-06-28,5,0
2010-07-05,5,0
2010-07-12,5,0
2010-07-19,6,0
2010-07-26,6,0
2010-08-02,6,0
2010-08-09,7,0
2010-08-16,9,0
2010-08-23,10,0
2010-08-30,10,0
2010-09-06,10,0
2010-09-13,11,0
2010-09-20,11,0
2010-09-27,11,0
2010-10-04,11,0
2010-10-11,11,0
2010-10-18,11,0
2010-10-25,12,0
2010-11-01,16,1
2010-11-08,16,2
2010-11-15,19,2
2010-11-22,19,2
2010-11-29,20,2
2010-12-06,32,9
2010-12-13,36,10
2010-12-20,36,10
2010-12-27,38,10
2011-01-03,41,10
2011-01-10,44,10
2011-01-17,47,11
2011-01-24,55,12
2011-01-31,61,16
2011-02-07,61,17
2011-02-14,63,18
2011-02-21,64,18
2011-02-28,65,18
2011-03-07,66,18
2011-03-14,71,19
2011-03-21,75,22
2011-03-28,79,23
2011-04-04,82,25
2011-04-11,85,25
2011-04-18,86,26
2011-04-25,89,26
2011-05-02,90,27
2011-05-09,91,28
2011-05-16,96,30
2011-05-23,98,30
2011-05-30,102,33
2011-06-06,104,33
2011-06-13,109,34
2011-06-20,115,36
2011-06-27,117,38
2011-07-04,119,40
2011-07-11,124,42
2011-07-18,127,42
2011-07-25,129,45
2011-08-01,131,47
2011-08-08,135,48
2011-08-15,137,49
2011-08-22,141,49
2011-08-29,148,51
2011-09-05,153,51
2011-09-12,160,57
2011-09-19,167,61
2011-09-26,168,62
2011-10-03,170,63
2011-10-10,173,63
2011-10-17,180,63
2011-10-24,183,65
2011-10-31,184,65
2011-11-07,187,66
2011-11-14,190,68
2011-11-21,191,70
2011-11-28,199,71
2011-12-05,201,73
2011-12-12,204,73
2011-12-19,206,76
2011-12-26,207,77
2012-01-02,212,79
2012-01-09,213,80
2012-01-16,218,81
2012-01-23,221,82
2012-01-30,223,82
2012-02-06,224,83
2012-02-13,236,83
2012-02-20,238,85
2012-02-27,242,86
2012-03-05,248,87
2012-03-12,249,89
2012-03-19,251,90
2012-03-26,252,90
2012-04-02,254,91
2012-04-09,256,92
2012-04-16,256,94
2012-04-23,259,96
2012-04-30,260,96
2012-05-07,265,97
2012-05-14,271,98
2012-05-21,282,99
2012-05-28,289,100
2012-06-04,290,101
2012-06-11,295,102
2012-06-18,298,102
2012-06-25,304,104
2012-07-02,308,104
2012-07-09,313,106
2012-07-16,321,107
2012-07-23,327,122
2012-07-30,329,142
2012-08-06,334,143
2012-08-13,339,148
2012-08-20,349,153
2012-08-27,356,155
2012-09-03,361,165
2012-09-10,364,178
2012-09-17,370,184
2012-09-24,378,191
2012-10-01,382,195
2012-10-08,387,195
2012-10-15,392,197
2012-10-22,401,202
2012-10-29,409,202
2012-11-05,418,204
2012-11-12,418,209
2012-11-19,423,226
2012-11-26,435,240
2012-12-03,444,256
2012-12-10,454,263
2012-12-17,462,266
2012-12-24,463,268
2012-12-31,468,272
2013-01-07,476,280
2013-01-14,480,289
2013-01-21,506,319
2013-01-28,512,324
2013-02-04,515,326
2013-02-11,674,355
2013-02-18,676,375
2013-02-25,677,487
2013-03-04,682,493
2013-03-11,685,496
2013-03-18,687,496
2013-03-25,692,496
2013-04-01,702,501
2013-04-08,706,509
2013-04-15,708,515
2013-04-22,716,523
2013-04-29,722,532
2013-05-06,725,533
2013-05-13,729,533
2013-05-20,732,534
2013-05-27,739,535
2013-06-03,745,538
2013-06-10,752,541
2013-06-17,763,545
2013-06-24,777,547
2013-07-01,790,550
2013-07-08,799,554
2013-07-15,804,577
2013-07-22,810,604
2013-07-29,820,608
2013-08-05,829,625
2013-08-12,834,633
2013-08-19,851,641
2013-08-26,864,652
2013-09-02,867,656
2013-09-09,872,668
2013-09-16,876,677
2013-09-23,888,688
2013-09-30,893,691
2013-10-07,896,693
2013-10-14,900,698
2013-10-21,906,701
2013-10-28,921,708
2013-11-04,926,723
2013-11-11,930,737
2013-11-18,937,741
2013-11-25,941,749
2013-12-02,946,752
2013-12-09,953,759
2013-12-16,959,764
2013-12-23,962,764
2013-12-30,964,768
2014-01-06,967,775
2014-01-13,971,781
2014-01-20,973,785
2014-01-27,975,789
2014-02-03,988,790
2014-02-10,1004,793
2014-02-17,1013,796
2014-02-24,1026,806
2014-03-03,1034,815
2014-03-10,1041,822
2014-03-17,1050,833
2014-03-24,1058,841
2014-03-31,1064,844
2014-04-07,1076,849
2014-04-14,1088,854
2014-04-21,1098,860
2014-04-28,1112,865
2014-05-05,1122,868
2014-05-12,1130,880
2014-05-19,1145,881
2014-05-26,1151,886
2014-06-02,1159,886
2014-06-09,1172,891
2014-06-16,1181,899
2014-06-23,1193,910
2014-06-30,1205,917
2014-07-07,1215,921
2014-07-14,1226,927
2014-07-21,1231,929
2014-07-28,1241,935
2014-08-04,1254,941
2014-08-11,1269,942
2014-08-18,1279,951
2014-08-25,1287,965
2014-09-01,1300,969
2014-09-08,1307,972
2014-09-15,1315,974
2014-09-22,1317,978
2014-09-29,1321,981
2014-10-06,1327,982
2014-10-13,1339,986
2014-10-20,1349,997
2014-10-27,1360,1000
2014-11-03,1364,1004
2014-11-10,1370,1007
2014-11-17,1379,1009
2014-11-24,1384,1011
2014-12-01,1385,1016
2014-12-08,1391,1018
2014-12-15,1396,1021
2014-12-22,1397,1023
2014-12-29,1397,1028
2015-01-05,1398,1030
2015-01-12,1402,1034
2015-01-19,1405,1038
2015-01-26,1409,1043
2015-02-02,1414,1045
2015-02-09,1420,1050
2015-02-16,1420,1056
2015-02-23,1427,1056
2015-03-02,1438,1056
2015-03-09,1456,1061
2015-03-16,1475,1069
2015-03-23,1479,1084
2015-03-30,1485,1085
2015-04-06,1494,1089
2015-04-13,1499,1096
2015-04-20,1515,1104
2015-04-27,1531,1110
2015-05-04,1539,1119
2015-05-11,1548,1121
2015-05-18,1559,1121
2015-05-25,1577,1125
2015-06-01,1585,1127
2015-06-08,1596,1132
2015-06-15,1609,1139
2015-06-22,1614,1144
2015-06-29,1617,1146
2015-07-06,1624,1151
2015-07-13,1631,1153
2015-07-20,1636,1156
2015-07-27,1645,1160
2015-08-03,1653,1166
2015-08-10,1658,1168
2015-08-17,1664,1172
2015-08-24,1669,1172
2015-08-31,1675,1180
2015-09-07,1682,1183
2015-09-14,1686,1185
2015-09-21,1693,1185
2015-09-28,1706,1192
2015-10-05,1711,1196
2015-10-12,1719,1203
2015-10-19,1733,1208
2015-10-26,1770,1255
2015-11-02,1781,1269
2015-11-09,1789,1280
2015-11-16,1800,1287
2015-11-23,1810,1312
2015-11-30,1820,1322
2015-12-07,1829,1330
2015-12-14,1835,1332
2015-12-21,1839,1333
2015-12-28,1847,1339
2016-01-04,1853,1344
2016-01-11,1855,1347
2016-01-18,1860,1348
2016-01-25,1868,1349
2016-02-01,1874,1355
2016-02-08,1881,1357
2016-02-15,1889,1364
2016-02-22,1904,1378
2016-02-29,1931,1385
2016-03-07,1944,1405
2016-03-14,1949,1405
2016-03-21,1956,1411
2016-03-28,1961,1416
2016-04-04,1968,1429
2016-04-11,1983,1436
2016-04-18,1995,1438
2016-04-25,1999,1438
2016-05-02,2009,1448
2016-05-09,2017,1452
2016-05-16,2027,1465
2016-05-23,2034,1468
