week,opened,closed
2009-12-28,0,0
2010-01-04,0,0
2010-01-11,0,0
2010-01-18,0,0
2010-01-25,0,0
2010-02-01,0,0
2010-02-08,0,0
2010-02-15,0,0
2010-02-22,0,0
2010-03-01,0,0
2010-03-08,0,0
2010-03-15,0,0
2010-03-22,0,0
2010-03-29,0,0
2010-04-05,0,0
2010-04-12,0,0
2010-04-19,0,0
2010-04-26,0,0
2010-05-03,1,0
2010-05-10,1,0
2010-05-17,1,0
2010-05-24,1,0
2010-05-31,1,0
2010-06-07,1,0
2010-06-14,2,0
2010-06-21,2,0
2010-06-28,2,0
2010-07-05,2,0
2010-07-12,3,0
2010-07-19,3,0
2010-07-26,4,0
2010-08-02,4,0
2010-08-09,4,0
2010-08-16,4,0
2010-08-23,4,0
2010-08-30,4,0
2010-09-06,4,0
2010-09-13,4,0
2010-09-20,5,0
2010-09-27,5,0
2010-10-04,5,0
2010-10-11,5,0
2010-10-18,5,0
2010-10-25,6,0
2010-11-01,6,0
2010-11-08,6,0
2010-11-15,6,0
2010-11-22,6,0
2010-11-29,7,0
2010-12-06,7,0
2010-12-13,7,0
2010-12-20,7,0
2010-12-27,7,0
2011-01-03,7,0
2011-01-10,7,0
2011-01-17,8,0
2011-01-24,12,2
2011-01-31,15,2
2011-02-07,17,2
2011-02-14,19,3
2011-02-21,20,3
2011-02-28,20,3
2011-03-07,21,5
2011-03-14,21,6
2011-03-21,21,7
2011-03-28,21,7
2011-04-04,22,7
2011-04-11,23,7
2011-04-18,23,7
2011-04-25,23,7
2011-05-02,23,7
2011-05-09,23,7
2011-05-16,24,8
2011-05-23,25,8
2011-05-30,25,8
2011-06-06,27,8
2011-06-13,28,8
2011-06-20,28,8
2011-06-27,30,9
2011-07-04,30,9
2011-07-11,31,9
2011-07-18,32,9
2011-07-25,32,10
2011-08-01,33,11
2011-08-08,33,11
2011-08-15,34,11
2011-08-22,34,11
2011-08-29,37,12
2011-09-05,37,14
2011-09-12,37,15
2011-09-19,37,15
2011-09-26,37,15
2011-10-03,40,15
2011-10-10,40,15
2011-10-17,43,16
2011-10-24,43,16
2011-10-31,43,16
2011-11-07,43,16
2011-11-14,43,16
2011-11-21,43,17
2011-11-28,43,17
2011-12-05,44,17
2011-12-12,44,17
2011-12-19,44,17
2011-12-26,44,17
2012-01-02,44,17
2012-01-09,44,17
2012-01-16,44,17
2012-01-23,45,17
2012-01-30,45,17
2012-02-06,45,17
2012-02-13,47,17
2012-02-20,48,18
2012-02-27,48,18
2012-03-05,48,18
2012-03-12,48,19
2012-03-19,51,21
2012-03-26,51,21
2012-04-02,52,21
2012-04-09,53,21
2012-04-16,53,21
2012-04-23,55,22
2012-04-30,55,22
2012-05-07,56,22
2012-05-14,56,22
2012-05-21,56,22
2012-05-28,56,22
2012-06-04,56,22
2012-06-11,57,22
2012-06-18,58,22
2012-06-25,61,22
2012-07-02,64,22
2012-07-09,68,22
2012-07-16,71,23
2012-07-23,75,27
2012-07-30,77,28
2012-08-06,88,28
2012-08-13,97,29
2012-08-20,98,29
2012-08-27,99,29
2012-09-03,99,29
2012-09-10,104,48
2012-09-17,111,51
2012-09-24,118,62
2012-10-01,125,65
2012-10-08,126,67
2012-10-15,132,70
2012-10-22,139,79
2012-10-29,139,79
2012-11-05,142,80
2012-11-12,146,85
2012-11-19,149,95
2012-11-26,155,100
2012-12-03,160,100
2012-12-10,165,104
2012-12-17,165,106
2012-12-24,165,109
2012-12-31,166,109
2013-01-07,167,111
2013-01-14,167,112
2013-01-21,169,113
2013-01-28,175,116
2013-02-04,176,117
2013-02-11,253,117
2013-02-18,253,117
2013-02-25,253,193
2013-03-04,253,194
2013-03-11,254,194
2013-03-18,256,196
2013-03-25,259,196
2013-04-01,260,201
2013-04-08,262,203
2013-04-15,265,205
2013-04-22,266,205
2013-04-29,272,207
2013-05-06,274,208
2013-05-13,278,208
2013-05-20,281,213
2013-05-27,286,219
2013-06-03,289,225
2013-06-10,289,225
2013-06-17,292,226
2013-06-24,296,227
2013-07-01,296,228
2013-07-08,297,230
2013-07-15,300,237
2013-07-22,303,245
2013-07-29,306,246
2013-08-05,308,246
2013-08-12,309,247
2013-08-19,312,247
2013-08-26,314,249
2013-09-02,314,251
2013-09-09,321,259
2013-09-16,321,268
2013-09-23,323,271
2013-09-30,340,273
2013-10-07,341,275
2013-10-14,343,284
2013-10-21,345,284
2013-10-28,346,290
2013-11-04,347,292
2013-11-11,352,298
2013-11-18,353,299
2013-11-25,358,299
2013-12-02,362,304
2013-12-09,367,307
2013-12-16,371,312
2013-12-23,374,314
2013-12-30,375,315
2014-01-06,375,319
2014-01-13,380,320
2014-01-20,381,320
2014-01-27,382,321
2014-02-03,385,322
2014-02-10,388,324
2014-02-17,393,325
2014-02-24,396,331
2014-03-03,399,332
2014-03-10,402,334
2014-03-17,408,339
2014-03-24,409,340
2014-03-31,414,345
2014-04-07,417,346
2014-04-14,419,346
2014-04-21,422,346
2014-04-28,425,346
2014-05-05,428,349
2014-05-12,431,354
2014-05-19,432,354
2014-05-26,437,354
2014-06-02,439,354
2014-06-09,439,354
2014-06-16,443,356
2014-06-23,443,360
2014-06-30,449,360
2014-07-07,451,362
2014-07-14,451,365
2014-07-21,454,369
2014-07-28,455,370
2014-08-04,460,373
2014-08-11,460,373
2014-08-18,464,376
2014-08-25,465,377
2014-09-01,467,378
2014-09-08,467,379
2014-09-15,469,379
2014-09-22,491,384
2014-09-29,496,401
2014-10-06,497,404
2014-10-13,500,405
2014-10-20,501,406
2014-10-27,502,406
2014-11-03,502,407
2014-11-10,502,407
2014-11-17,502,408
2014-11-24,504,409
2014-12-01,505,410
2014-12-08,506,411
2014-12-15,508,411
2014-12-22,508,411
2014-12-29,509,412
2015-01-05,511,412
2015-01-12,514,413
2015-01-19,516,415
2015-01-26,518,415
2015-02-02,519,415
2015-02-09,521,415
2015-02-16,522,418
2015-02-23,526,419
2015-03-02,530,423
2015-03-09,540,427
2015-03-16,546,430
2015-03-23,546,432
2015-03-30,552,432
2015-04-06,555,434
2015-04-13,557,435
2015-04-20,560,436
2015-04-27,564,437
2015-05-04,569,440
2015-05-11,573,442
2015-05-18,577,444
2015-05-25,580,445
2015-06-01,584,445
2015-06-08,594,448
2015-06-15,615,452
2015-06-22,617,459
2015-06-29,619,461
2015-07-06,626,463
2015-07-13,632,465
2015-07-20,633,465
2015-07-27,636,466
2015-08-03,644,469
2015-08-10,647,474
2015-08-17,653,474
2015-08-24,656,476
2015-08-31,658,480
2015-09-07,660,480
2015-09-14,664,482
2015-09-21,666,482
2015-09-28,669,484
2015-10-05,671,484
2015-10-12,671,486
2015-10-19,674,486
2015-10-26,675,496
2015-11-02,677,500
2015-11-09,702,504
2015-11-16,707,509
2015-11-23,710,510
2015-11-30,725,517
2015-12-07,731,534
2015-12-14,736,535
2015-12-21,737,535
2015-12-28,737,539
2016-01-04,741,540
2016-01-11,745,541
2016-01-18,748,544
2016-01-25,752,545
2016-02-01,755,546
2016-02-08,756,550
2016-02-15,759,554
2016-02-22,762,559
2016-02-29,772,561
2016-03-07,776,571
2016-03-14,781,573
2016-03-21,787,579
2016-03-28,789,580
2016-04-04,790,585
2016-04-11,796,589
2016-04-18,801,590
2016-04-25,808,596
2016-05-02,812,599
2016-05-09,816,599
2016-05-16,819,601
2016-05-23,821,603
