week,opened,closed
2009-12-28,0,0
2010-01-04,0,0
2010-01-11,0,0
2010-01-18,0,0
2010-01-25,0,0
2010-02-01,0,0
2010-02-08,0,0
2010-02-15,0,0
2010-02-22,0,0
2010-03-01,0,0
2010-03-08,0,0
2010-03-15,0,0
2010-03-22,0,0
2010-03-29,0,0
2010-04-05,0,0
2010-04-12,0,0
2010-04-19,0,0
2010-04-26,0,0
2010-05-03,1,0
2010-05-10,1,0
2010-05-17,2,0
2010-05-24,2,0
2010-05-31,2,0
2010-06-07,2,0
2010-06-14,2,0
2010-06-21,2,0
2010-06-28,2,0
2010-07-05,2,0
2010-07-12,2,0
2010-07-19,2,0
2010-07-26,2,0
2010-08-02,2,0
2010-08-09,2,0
2010-08-16,3,0
2010-08-23,3,0
2010-08-30,3,0
2010-09-06,3,0
2010-09-13,3,0
2010-09-20,4,0
2010-09-27,4,0
2010-10-04,4,0
2010-10-11,4,0
2010-10-18,5,0
2010-10-25,7,0
2010-11-01,10,0
2010-11-08,10,0
2010-11-15,10,0
2010-11-22,14,0
2010-11-29,16,0
2010-12-06,18,2
2010-12-13,23,4
2010-12-20,27,4
2010-12-27,31,5
2011-01-03,34,6
2011-01-10,35,7
2011-01-17,38,9
2011-01-24,43,10
2011-01-31,46,10
2011-02-07,50,11
2011-02-14,51,13
2011-02-21,53,15
2011-02-28,55,15
2011-03-07,55,16
2011-03-14,56,16
2011-03-21,56,18
2011-03-28,57,19
2011-04-04,59,20
2011-04-11,60,20
2011-04-18,62,20
2011-04-25,64,20
2011-05-02,64,22
2011-05-09,66,22
2011-05-16,67,22
2011-05-23,71,22
2011-05-30,71,23
2011-06-06,72,23
2011-06-13,74,23
2011-06-20,75,23
2011-06-27,77,23
2011-07-04,78,23
2011-07-11,78,23
2011-07-18,81,24
2011-07-25,82,24
2011-08-01,84,25
2011-08-08,85,27
2011-08-15,86,28
2011-08-22,91,28
2011-08-29,96,36
2011-09-05,101,36
2011-09-12,104,39
2011-09-19,106,39
2011-09-26,111,42
2011-10-03,113,42
2011-10-10,117,43
2011-10-17,117,43
2011-10-24,117,44
2011-10-31,119,45
2011-11-07,121,46
2011-11-14,124,47
2011-11-21,125,47
2011-11-28,127,47
2011-12-05,128,47
2011-12-12,131,47
2011-12-19,136,49
2011-12-26,136,49
2012-01-02,138,50
2012-01-09,143,53
2012-01-16,143,53
2012-01-23,144,53
2012-01-30,149,53
2012-02-06,150,53
2012-02-13,152,54
2012-02-20,153,54
2012-02-27,156,54
2012-03-05,162,56
2012-03-12,162,56
2012-03-19,163,56
2012-03-26,164,56
2012-04-02,167,57
2012-04-09,168,57
2012-04-16,170,57
2012-04-23,176,57
2012-04-30,177,57
2012-05-07,179,57
2012-05-14,184,57
2012-05-21,186,58
2012-05-28,187,58
2012-06-04,187,58
2012-06-11,191,59
2012-06-18,195,60
2012-06-25,197,61
2012-07-02,199,61
2012-07-09,203,62
2012-07-16,206,62
2012-07-23,209,62
2012-07-30,213,63
2012-08-06,216,64
2012-08-13,221,68
2012-08-20,223,68
2012-08-27,226,69
2012-09-03,227,71
2012-09-10,231,73
2012-09-17,239,84
2012-09-24,245,86
2012-10-01,248,86
2012-10-08,251,86
2012-10-15,253,86
2012-10-22,257,86
2012-10-29,264,87
2012-11-05,276,93
2012-11-12,279,93
2012-11-19,283,140
2012-11-26,289,144
2012-12-03,292,145
2012-12-10,296,146
2012-12-17,301,146
2012-12-24,301,153
2012-12-31,306,156
2013-01-07,308,156
2013-01-14,310,158
2013-01-21,312,158
2013-01-28,319,158
2013-02-04,319,159
2013-02-11,321,159
2013-02-18,323,160
2013-02-25,325,160
2013-03-04,332,161
2013-03-11,334,161
2013-03-18,338,162
2013-03-25,340,162
2013-04-01,343,162
2013-04-08,345,164
2013-04-15,349,164
2013-04-22,355,164
2013-04-29,358,165
2013-05-06,362,165
2013-05-13,366,171
2013-05-20,366,172
2013-05-27,371,172
2013-06-03,374,174
2013-06-10,379,174
2013-06-17,386,176
2013-06-24,388,176
2013-07-01,390,177
2013-07-08,392,178
2013-07-15,394,193
2013-07-22,397,233
2013-07-29,399,233
2013-08-05,405,233
2013-08-12,407,233
2013-08-19,414,233
2013-08-26,419,241
2013-09-02,422,246
2013-09-09,427,248
2013-09-16,430,248
2013-09-23,435,248
2013-09-30,439,252
2013-10-07,440,253
2013-10-14,443,254
2013-10-21,450,254
2013-10-28,452,255
2013-11-04,452,256
2013-11-11,462,256
2013-11-18,463,256
2013-11-25,465,256
2013-12-02,466,264
2013-12-09,470,269
2013-12-16,470,270
2013-12-23,471,275
2013-12-30,472,275
2014-01-06,476,275
2014-01-13,478,276
2014-01-20,481,276
2014-01-27,483,276
2014-02-03,485,277
2014-02-10,495,277
2014-02-17,498,289
2014-02-24,502,309
2014-03-03,506,319
2014-03-10,506,319
2014-03-17,511,329
2014-03-24,512,329
2014-03-31,515,329
2014-04-07,521,330
2014-04-14,523,334
2014-04-21,524,334
2014-04-28,527,334
2014-05-05,532,340
2014-05-12,534,341
2014-05-19,538,341
2014-05-26,545,341
2014-06-02,550,341
2014-06-09,554,342
2014-06-16,555,342
2014-06-23,558,342
2014-06-30,563,342
2014-07-07,565,342
2014-07-14,568,343
2014-07-21,572,344
2014-07-28,574,344
2014-08-04,577,345
2014-08-11,580,345
2014-08-18,585,345
2014-08-25,589,347
2014-09-01,595,348
2014-09-08,597,350
2014-09-15,602,350
2014-09-22,605,350
2014-09-29,609,351
2014-10-06,612,351
2014-10-13,616,352
2014-10-20,621,354
2014-10-27,624,356
2014-11-03,626,356
2014-11-10,629,363
2014-11-17,632,365
2014-11-24,633,372
2014-12-01,637,385
2014-12-08,642,389
2014-12-15,645,397
2014-12-22,648,404
2014-12-29,653,406
2015-01-05,656,413
2015-01-12,659,418
2015-01-19,662,425
2015-01-26,669,430
2015-02-02,674,437
2015-02-09,678,444
2015-02-16,684,445
2015-02-23,690,450
2015-03-02,701,453
2015-03-09,708,462
2015-03-16,712,465
2015-03-23,722,471
2015-03-30,727,476
2015-04-06,732,483
2015-04-13,734,506
2015-04-20,738,509
2015-04-27,741,512
2015-05-04,744,517
2015-05-11,746,517
2015-05-18,750,518
2015-05-25,752,518
2015-06-01,753,525
2015-06-08,756,527
2015-06-15,759,530
2015-06-22,760,533
2015-06-29,761,533
2015-07-06,763,535
2015-07-13,770,536
2015-07-20,779,537
2015-07-27,780,548
2015-08-03,782,549
2015-08-10,784,551
2015-08-17,786,552
2015-08-24,791,554
2015-08-31,799,559
2015-09-07,803,565
2015-09-14,807,567
2015-09-21,811,570
2015-09-28,818,574
2015-10-05,826,577
2015-10-12,832,585
2015-10-19,836,589
2015-10-26,841,595
2015-11-02,843,597
2015-11-09,848,600
2015-11-16,853,606
2015-11-23,856,608
2015-11-30,858,609
2015-12-07,863,611
2015-12-14,868,616
2015-12-21,872,621
2015-12-28,875,621
2016-01-04,882,632
2016-01-11,885,638
2016-01-18,886,641
2016-01-25,892,642
2016-02-01,894,645
2016-02-08,895,646
2016-02-15,898,646
2016-02-22,903,648
2016-02-29,909,655
2016-03-07,914,661
2016-03-14,915,662
2016-03-21,922,668
2016-03-28,924,672
2016-04-04,926,675
2016-04-11,929,675
2016-04-18,931,675
2016-04-25,936,676
2016-05-02,938,680
2016-05-09,940,682
2016-05-16,942,685
2016-05-23,942,687
